body_text,body_len,punct%
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,102,7.8
But i have to. I like to have love and arrange.,37,5.4
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",128,4.7
"Cool, text me when you're ready",26,7.7
So u gonna get deus ex?,18,5.6000000000000005
I have printed it oh. So  &lt;#&gt;  come upstairs,40,15.0
... Are you in the pub?,18,22.2
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,45,2.1999999999999997
Taka lor. Wat time u wan 2 come n look 4 us?,33,6.1
"Dear, take care. I am just reaching home.love u a lot.",44,9.1
I am in hospital da. . I will return home in evening,41,4.9
Cos i want it to be your thing,23,0.0
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,125,2.4
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,156,3.2
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",85,4.7
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",125,8.799999999999999
Sorry that was my uncle. I.ll keep in touch,35,5.7
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,74,1.4000000000000001
"Sorry, I'll call later",19,10.5
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",99,1.0
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",129,5.4
I WILL CAL YOU SIR. In meeting,24,4.2
Thanx a lot...,12,25.0
Did he just say somebody is named tampa,32,0.0
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",117,6.800000000000001
You will be in the place of that man,28,0.0
They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,92,1.0999999999999999
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,88,6.800000000000001
If you are not coughing then its nothing,33,0.0
No no. I will check all rooms befor activities,38,2.6
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",224,13.4
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,145,3.4000000000000004
Ok then u tell me wat time u coming later lor.,36,2.8000000000000003
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,97,6.2
I reach home safe n sound liao...,27,11.1
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,77,5.2
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,70,4.3
"K will do, addie &amp; I are doing some art so I'll be here when you get home",60,6.7
I'm going 2 orchard now laready me reaching soon. U reaching?,51,5.8999999999999995
He's in lag. That's just the sad part but we keep in touch thanks to skype,59,5.1
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",118,6.800000000000001
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,53,7.5
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,93,4.3
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,120,0.8
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,52,7.7
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,92,6.5
* Am on a train back from northampton so i'm afraid not!,45,6.7
Moji just informed me that you saved our lives. Thanks.,46,4.3
Get me out of this dump heap. My mom decided to come to lowes. BORING.,56,5.4
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,48,4.2
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,146,7.5
Nah im goin 2 the wrks with j wot bout u?,31,3.2
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,88,10.2
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",50,14.000000000000002
Huh i cant thk of more oredi how many pages do we have?,43,2.3
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",73,5.5
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,101,2.0
That's my honeymoon outfit. :),26,15.4
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,67,4.5
Why tired what special there you had,30,0.0
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",65,6.2
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,85,5.8999999999999995
"Haha awesome, be there in a minute",28,3.5999999999999996
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",125,2.4
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",122,2.5
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",57,7.000000000000001
So when do you wanna gym harri,24,0.0
"Sorry, I'll call later",19,10.5
Ok i msg u b4 i leave my house.,23,4.3
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",115,3.5000000000000004
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",54,13.0
"Yup, no need. I'll jus wait 4 e rain 2 stop.",34,11.799999999999999
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,57,3.5000000000000004
:-) :-),6,100.0
U still going to the mall?,21,4.8
Yup song bro. No creative. Neva test quality. He said check review online.,62,6.5
No go. No openings for that room 'til after thanksgiving without an upcharge.,65,4.6
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",236,8.1
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",138,7.199999999999999
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,83,9.6
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,54,7.3999999999999995
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",129,16.3
"It's that time of the week again, ryan",31,6.5
"We're all getting worried over here, derek and taylor have already assumed the worst",71,2.8000000000000003
Msg me when rajini comes.,21,4.8
Its not that time of the month nor mid of the time?,40,2.5
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",136,6.6000000000000005
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,123,13.8
Dunno he jus say go lido. Same time 930.,32,6.2
Draw va?i dont think so:),21,14.299999999999999
Onum ela pa. Normal than.,21,9.5
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,61,14.799999999999999
Try to do something dear. You read something for exams,45,2.1999999999999997
Guessin you ain't gonna be here before 9?,34,5.8999999999999995
No..jst change tat only..,22,18.2
Lol ... I knew that .... I saw him in the dollar store,42,16.7
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",84,3.5999999999999996
My phone,7,0.0
If u dun drive then how i go 2 sch.,26,3.8
Ok how you dear. Did you call chechi,29,3.4000000000000004
"Aight, lemme know what's up",23,8.7
I am literally in bed and have been up for like  &lt;#&gt;  hours,51,9.8
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",133,6.0
From 5 to 2 only my work timing.,25,4.0
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,90,3.3000000000000003
So dont use hook up any how,21,0.0
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,71,7.000000000000001
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,88,3.4000000000000004
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",364,3.8
Wat r u doing now?,14,7.1
Ok. She'll be ok. I guess,20,15.0
Are you there in room.,18,5.6000000000000005
These won't do. Have to move on to morphine,35,5.7
Am okay. Will soon be over. All the best,32,6.2
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,131,3.8
Then we gotta do it after that,24,0.0
All e best 4 ur exam later.,21,4.8
Hi kindly give us back our documents which we submitted for loan from STAPATI,64,0.0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,118,3.4000000000000004
"Why is that, princess? I bet the brothas are all chasing you!",50,6.0
Sleeping nt feeling well,21,0.0
"If we hit it off, you can move in with me :)",33,9.1
I'm in inside office..still filling forms.don know when they leave me.,60,8.3
Yup ok...,8,37.5
None of that's happening til you get here though,40,2.5
Ok...,5,60.0
Also that chat was awesome but don't make it regular unless you can see her in person,69,1.4000000000000001
I like to talk pa but am not able to. I dont know y.,39,5.1
Just sleeping..and surfing,24,8.3
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,121,5.800000000000001
U ned to convince him tht its not possible witot hurting his feeling its the main,66,0.0
Please CALL 08712402972 immediately as there is an urgent message waiting for you,69,0.0
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,130,3.8
If he started searching he will get job in few days.he have great potential and talent.,72,2.8000000000000003
